image_name,bbox_x,bbox_y,bbox_width,bbox_height,Gender,Smile
im_GenFex_06438.jpg,89,150.5,78.5,142.5,0,1
im_GenFex_06439.jpg,418.8643,547.2058,261.6652,400.9533,0,1
im_GenFex_06440.jpg,90.7265,198.4262,87.5875,203.7042,0,1
im_GenFex_06441.jpg,85,162.5,54.5,134.5,0,1
im_GenFex_06442.jpg,49,126.5,66.5,138.5,0,1
im_GenFex_06443.jpg,166.4126,372.6783,106.1802,280.7824,0,1
im_GenFex_06444.jpg,49,142.5,86.5,166.5,0,0
im_GenFex_06445.jpg,432.7931,759.6201,327.827,564.6168,0,1
im_GenFex_06446.jpg,331.8251,528.9012,400.247,584.0388,0,0
im_GenFex_06447.jpg,148.0334,345.1095,96.9907,280.7824,0,1
im_GenFex_06448.jpg,153,348.5,68.5,252.5,0,1
im_GenFex_06449.jpg,101,182.5,66.5,142.5,0,1
im_GenFex_06450.jpg,119.3949,268.6296,87.5551,233.8076,0,1
im_GenFex_06451.jpg,195.0117,330.9262,149.0402,264.2347,0,1
im_GenFex_06452.jpg,222.6773,449.1327,164.119,385.7963,0,0
im_GenFex_06453.jpg,203.1709,579.444,211.8605,524.3064,0,1
im_GenFex_06454.jpg,81,150.5,66.5,130.5,0,1
im_GenFex_06455.jpg,138.8438,335.9199,124.5594,289.972,0,1
im_GenFex_06456.jpg,113,186.5,94.5,166.5,0,1
im_GenFex_06457.jpg,279.8918,552.2208,176.3231,406.712,0,1
im_GenFex_06458.jpg,84.5729,219.8787,73.6262,198.9855,0,1
im_GenFex_06459.jpg,209,388.5,140.5,316.5,0,1
im_GenFex_06460.jpg,89,174.5,78.5,150.5,0,1
im_GenFex_06461.jpg,57,146.5,42.5,106.5,0,1
im_GenFex_06462.jpg,338.794,771.0926,116.6167,496.635,0,0
im_GenFex_06463.jpg,39.3906,40.8906,49.2188,49.2188,0,1
im_GenFex_06464.jpg,207.1375,443.0892,176.3231,406.712,0,1
im_GenFex_06465.jpg,57,122.5,46.5,94.5,0,1
im_GenFex_06466.jpg,33,94.5,34.5,82.5,0,1
im_GenFex_06467.jpg,81,178.5,62.5,146.5,0,1
im_GenFex_06468.jpg,182.0745,467.1151,174.6101,425.3287,0,1
im_GenFex_06469.jpg,134.249,232.5371,71.7193,172.8048,0,1
im_GenFex_06470.jpg,97,186.5,70.5,154.5,0,1
im_GenFex_06471.jpg,275.4576,749.9805,264.4016,686.6441,0,1
im_GenFex_06472.jpg,65,154.5,34.5,114.5,0,1
im_GenFex_06473.jpg,61,130.5,62.5,134.5,0,1
im_GenFex_06474.jpg,65,134.5,58.5,130.5,0,1
im_GenFex_06475.jpg,74.5167,163.6152,39.5557,122.262,0,1
im_GenFex_06476.jpg,381.0183,792.2047,285.5137,686.6441,0,1
im_GenFex_06477.jpg,182.886,312.7376,94.4744,203.606,0,1
im_GenFex_06478.jpg,549.9153,1003.326,538.8592,939.9896,0,1
im_GenFex_06479.jpg,35.4297,65.9297,44.1406,44.1406,0,0
im_GenFex_06480.jpg,61,134.5,46.5,114.5,0,1
im_GenFex_06481.jpg,249.0675,362.0452,113.9777,214.2603,0,1
im_GenFex_06482.jpg,267.7661,527.9694,127.8202,346.0834,0,0
im_GenFex_06483.jpg,45,114.5,38.5,90.5,0,1
im_GenFex_06484.jpg,231.3889,479.4664,127.8202,382.4606,0,1
im_GenFex_06485.jpg,49,126.5,50.5,130.5,0,1
im_GenFex_06486.jpg,146.5088,394.5863,188.4489,430.9635,0,1
im_GenFex_06487.jpg,101,174.5,82.5,146.5,0,1
im_GenFex_06488.jpg,80.1705,187.8701,77.0315,177.3141,0,1
im_GenFex_06489.jpg,53,114.5,34.5,94.5,0,1
im_GenFex_06490.jpg,41,118.5,42.5,110.5,0,1
im_GenFex_06491.jpg,317.6819,728.8684,348.8501,707.7562,0,0
im_GenFex_06492.jpg,170.7603,394.5863,91.443,309.7062,0,1
im_GenFex_06493.jpg,251.7186,550.688,216.3965,467.1151,0,1
im_GenFex_06494.jpg,655.4759,1087.7745,538.8592,876.6533,0,1
im_GenFex_06495.jpg,168.1457,439.2575,216.3965,481.0439,0,0
im_GenFex_06496.jpg,41,114.5,54.5,118.5,0,1
im_GenFex_06497.jpg,91.943,215.7318,82.3487,191.4803,0,1
im_GenFex_06498.jpg,164.619,261.7626,124.5337,224.8163,0,0
im_GenFex_06499.jpg,126.3593,282.5584,73.6262,205.9499,0,0
im_GenFex_06500.jpg,115.8698,214.1579,99.2881,177.3995,0,1
im_GenFex_06501.jpg,289,648.5,168.5,456.5,0,0
im_GenFex_06502.jpg,77,142.5,70.5,134.5,0,1
im_GenFex_06503.jpg,97,174.5,158.5,214.5,0,0
im_GenFex_06504.jpg,446.7219,1045.1607,348.7202,766.5845,0,1
im_GenFex_06505.jpg,73,142.5,42.5,110.5,0,1
im_GenFex_06506.jpg,73,142.5,98.5,158.5,0,1
im_GenFex_06507.jpg,37,98.5,26.5,90.5,0,1
im_GenFex_06508.jpg,279.8918,540.0951,297.5804,540.0951,0,1
im_GenFex_06509.jpg,35.4297,49.9297,44.1406,44.1406,0,0
im_GenFex_06510.jpg,119.3949,247.7364,157.1991,324.3448,0,1
im_GenFex_06511.jpg,209,552.5,120.5,424.5,0,1
im_GenFex_06512.jpg,169.897,385.7963,195.7872,396.3524,0,1
im_GenFex_06513.jpg,133.3237,247.7364,122.3771,247.7364,0,1
im_GenFex_06514.jpg,257,616.5,232.5,552.5,0,1
im_GenFex_06515.jpg,81,142.5,58.5,122.5,0,1
im_GenFex_06516.jpg,212.3605,409.4366,133.749,308.3512,0,1
im_GenFex_06517.jpg,101.2826,208.9822,55.9193,150.9239,0,1
im_GenFex_06518.jpg,86.0078,284.0078,108.9844,108.9844,0,1
im_GenFex_06519.jpg,153,340.5,188.5,316.5,0,1
im_GenFex_06520.jpg,85,166.5,70.5,150.5,0,1
im_GenFex_06521.jpg,45,122.5,34.5,90.5,0,1
im_GenFex_06522.jpg,31.4688,50.9688,39.0625,39.0625,0,1
im_GenFex_06523.jpg,418.8643,703.9049,216.3965,508.9015,0,1
im_GenFex_06524.jpg,57,130.5,54.5,118.5,0,1
im_GenFex_06525.jpg,85,158.5,70.5,134.5,0,1
im_GenFex_06526.jpg,305,632.5,232.5,568.5,0,1
im_GenFex_06527.jpg,265.6474,564.6168,160.6813,467.1151,0,1
im_GenFex_06528.jpg,209.9321,522.8303,146.7525,439.2575,0,1
im_GenFex_06529.jpg,289,648.5,200.5,536.5,0,1
im_GenFex_06530.jpg,34.2109,44.2109,42.5781,42.5781,0,0
im_GenFex_06531.jpg,81,166.5,62.5,134.5,0,1
im_GenFex_06532.jpg,133,238.5,10.5,82.5,0,1
im_GenFex_06533.jpg,180.4531,298.7088,108.6996,214.2603,0,1
im_GenFex_06534.jpg,85.4485,193.1482,55.9193,150.9239,0,1
im_GenFex_06535.jpg,258.3084,671.3398,211.8605,579.444,0,1
im_GenFex_06536.jpg,65,142.5,42.5,106.5,0,1
im_GenFex_06537.jpg,101,166.5,50.5,106.5,0,1
im_GenFex_06538.jpg,160.9609,264.9609,205.0781,205.0781,0,0
im_GenFex_06539.jpg,22.3281,37.3281,27.3438,27.3438,0,1
im_GenFex_06540.jpg,61,150.5,54.5,138.5,0,1
im_GenFex_06541.jpg,98.5017,247.7364,108.4483,226.8431,0,1
im_GenFex_06542.jpg,169,356.5,124.5,300.5,0,1
im_GenFex_06543.jpg,34.2109,60.2109,42.5781,42.5781,0,1
im_GenFex_06544.jpg,31.4688,52.4688,39.0625,39.0625,0,0
im_GenFex_06545.jpg,33.2969,59.2969,41.4063,41.4063,0,1
im_GenFex_06546.jpg,148.0334,345.1095,96.9907,289.972,0,1
im_GenFex_06547.jpg,513,856.5,328.5,632.5,0,1
im_GenFex_06548.jpg,328.3948,564.3466,224.8261,455.215,0,0
im_GenFex_06549.jpg,31.4688,47.4688,39.0625,39.0625,0,0
im_GenFex_06550.jpg,79.8173,215.7318,52.0344,173.2917,0,1
im_GenFex_06551.jpg,631.5381,1152.4446,497.655,1006.9358,0,1
im_GenFex_06552.jpg,77.6563,63.1563,79.6875,79.6875,0,0
im_GenFex_06553.jpg,34.2109,52.2109,42.5781,42.5781,0,1
im_GenFex_06554.jpg,129.6542,317.5407,87.8011,262.4032,0,0
im_GenFex_06555.jpg,30.25,43.75,37.5,37.5,0,0
im_GenFex_06556.jpg,45,114.5,42.5,106.5,0,1
im_GenFex_06557.jpg,188.9489,324.8633,64.1601,191.4803,0,1
im_GenFex_06558.jpg,74.125,119.125,93.75,93.75,0,1
im_GenFex_06559.jpg,85,182.5,70.5,154.5,0,1
im_GenFex_06560.jpg,265.6474,578.5456,188.5389,439.2575,0,1
im_GenFex_06561.jpg,267.7661,576.4723,79.3173,346.0834,0,1
im_GenFex_06562.jpg,53,118.5,38.5,90.5,0,1
im_GenFex_06563.jpg,113,186.5,82.5,146.5,0,1
im_GenFex_06564.jpg,184.7917,287.6746,117.6672,214.1579,0,1
